FID,id,vejkode,vejnavn,park_id,bydel,distrikt,kurv_type,kurv_farve,kurv_laag,kurv_tilstand,kurv_driftsopgave,kurv_placering,tomn_rute_basis,tomn_rute_weekend,tomn_rute_middag,tomn_rute_efterm,tomningsfrekvens,kurv_foto,reg_metode,bemaerkning,reg_dato,rettet_dato,wkb_geometry
affaldskurv.73,5295,0024,Adelgade,,Indre By,1,Københavnerkurv,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 2,2001-08-11T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.584072716874308 55.684563843194255))
affaldskurv.74,8883,0032,Adriansvej,0,Amager Øst,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,CMI betaler for tømning (privat fællesvej),,2014-09-09T09:53:27,MULTIPOINT ((12.619370493307834 55.6432141867023))
affaldskurv.75,5753,0060,Ahlefeldtsgade,,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 3 gul,2001-08-06T00:00:00,2017-05-24T16:17:28.445,MULTIPOINT ((12.56646423644238 55.682908637698986))
affaldskurv.76,7602,0088,Allersgade,0,Nørrebro,4,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Nørrebro Team 1,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2005-09-01T00:00:00,2017-02-02T12:08:38.285,MULTIPOINT ((12.54613251969864 55.696639796217056))
affaldskurv.77,11485,0104,Amager Boulevard,,Amager Vest,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2016-02-16T14:38:43.546,2016-09-13T13:05:06.988,MULTIPOINT ((12.596854180527414 55.66620442154636))
affaldskurv.78,8383,0104,Amager Boulevard,0,Indre By,,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Team Tivoli,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.581638128601265 55.669112093607104))
affaldskurv.79,7843,0104,Amager Boulevard,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS, ,2001-08-02T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.598461761117102 55.6658248322521))
affaldskurv.80,7842,0104,Amager Boulevard,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS, ,2001-08-02T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.595744559224899 55.66618635475062))
affaldskurv.81,7541,0104,Amager Boulevard,,Amager Vest,3,Københavnerkurv,Blå,Ikke registreret,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, ,2002-11-18T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.59869012946336 55.66546257826478))
affaldskurv.82,7540,0104,Amager Boulevard,,Amager Vest,3,Richard Müller T5,Grøn,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS, ,2001-08-02T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.595414131071719 55.66655494767495))
affaldskurv.83,7569,0104,Amager Boulevard,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS, ,2001-07-06T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.5831377172409 55.66828389052853))
affaldskurv.84,7635,0104,Amager Boulevard,,Amager Vest,3,Københavnerkurv,Blå,Ikke registreret,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, ,2002-11-18T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.598747428241614 55.66544892299388))
affaldskurv.85,7245,0104,Amager Boulevard,0,Amager Vest,,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-05-07T15:00:17,2014-09-09T09:53:27,MULTIPOINT ((12.58834916550627 55.667525443601974))
affaldskurv.86,7453,0104,Amager Boulevard,0,Amager Vest,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2006-10-16T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.59914440820179 55.66540514921484))
affaldskurv.87,9683,0104,Amager Boulevard,0,Amager Vest,,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2011-12-20T15:36:11,2014-09-09T09:53:27,MULTIPOINT ((12.599038509141577 55.665377738106265))
affaldskurv.88,5051,0104,Amager Boulevard,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,,2014-09-09T09:53:27,MULTIPOINT ((12.586842966362715 55.66792429175313))
affaldskurv.89,5050,0104,Amager Boulevard,,Amager Vest,3,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,,2014-09-09T09:53:27,MULTIPOINT ((12.58674884448835 55.66799222678896))
affaldskurv.90,5049,0104,Amager Boulevard,,Amager Vest,3,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,,2014-09-09T09:53:27,MULTIPOINT ((12.585788382486953 55.66814716002539))
affaldskurv.91,5048,0104,Amager Boulevard,,Amager Vest,3,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,,2014-09-09T09:53:27,MULTIPOINT ((12.584930713498531 55.668298074522596))
affaldskurv.92,5047,0104,Amager Boulevard,,Amager Vest,3,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,,2014-09-09T09:53:27,MULTIPOINT ((12.584027180857072 55.668453491341786))
affaldskurv.93,11757,0123,Amager Strand Stien,,Amager Øst,,Andet,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-08-23T13:49:44.573,,MULTIPOINT ((12.638070896208966 55.66282751836072))
affaldskurv.94,11755,0123,Amager Strand Stien,,Amager Øst,,Andet,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-08-23T13:48:39.132,,MULTIPOINT ((12.642234471236474 55.658066491733386))
affaldskurv.95,11758,0120,Amager Strandvej,,Amager Øst,,Andet,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-08-23T13:49:44.573,,MULTIPOINT ((12.63210289188124 55.6621014049704))
affaldskurv.96,11756,0120,Amager Strandvej,,Amager Øst,,Andet,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-08-23T13:48:39.132,,MULTIPOINT ((12.636788257874235 55.65723941676555))
affaldskurv.97,11751,0120,Amager Strandvej,,Amager Øst,,Andet,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-08-23T13:45:06.815,,MULTIPOINT ((12.640715563329438 55.65056720379317))
affaldskurv.98,11748,0120,Amager Strandvej,,Amager Øst,,Andet,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-08-23T13:44:07.172,,MULTIPOINT ((12.643596409602464 55.64631881433776))
affaldskurv.99,11605,0120,Amager Strandvej,,Amager Øst,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2016-11-17T15:22:22.57,,MULTIPOINT ((12.640442337435925 55.65035479130973))
affaldskurv.100,11604,0120,Amager Strandvej,,Amager Øst,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2016-11-17T15:22:22.57,,MULTIPOINT ((12.640292178258248 55.6512769995749))
affaldskurv.101,8390,0120,Amager Strandvej,0,Amager Øst,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.639060964892103 55.6531891060979))
affaldskurv.102,8387,0120,Amager Strandvej,0,Amager Øst,,Københavnerkurv,Blå,Ikke registreret,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.629953526285158 55.66419170675272))
affaldskurv.103,8386,0120,Amager Strandvej,0,Amager Øst,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.636171092842545 55.657714342883786))
affaldskurv.104,8385,0120,Amager Strandvej,0,Amager Øst,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.631871936168636 55.66181475754894))
affaldskurv.105,8083,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:28:29.385,MULTIPOINT ((12.632980934431219 55.66110015410568))
affaldskurv.106,8077,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:28:08.947,MULTIPOINT ((12.63419277935556 55.659805519998265))
affaldskurv.107,8076,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:27:52.775,MULTIPOINT ((12.634891801126479 55.65908104265237))
affaldskurv.108,8082,0120,Amager Strandvej,,Amager Øst,3,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2002-11-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.63345514764505 55.66016767398107))
affaldskurv.109,8074,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:27:44.431,MULTIPOINT ((12.635915165298524 55.65804207138426))
affaldskurv.110,8073,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:27:34.087,MULTIPOINT ((12.636333874228619 55.65750885187231))
affaldskurv.111,8071,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:27:25.633,MULTIPOINT ((12.637413418953127 55.65662117783276))
affaldskurv.112,8068,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:27:10.633,MULTIPOINT ((12.637952913220374 55.65593523477916))
affaldskurv.113,7923,0120,Amager Strandvej,,Amager Øst,3,Andet,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2002-11-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.64374838731288 55.64596993267086))
affaldskurv.114,8164,0120,Amager Strandvej,,Amager Øst,3,Andet,Grå (metal),Med låg,Slidt/grim,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, ,2002-11-27T00:00:00,2017-05-24T16:24:22.256,MULTIPOINT ((12.64289195512802 55.64729852963403))
affaldskurv.115,8169,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2017-05-24T15:30:35.224,MULTIPOINT ((12.639699749294065 55.65261870605758))
affaldskurv.116,8171,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:26:50.523,MULTIPOINT ((12.638805670104244 55.65434560481054))
affaldskurv.117,8165,0120,Amager Strandvej,,Amager Øst,3,Andet,Grå (metal),Med låg,Slidt/grim,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, ,2002-11-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.641780421916575 55.64885582209548))
affaldskurv.118,8163,0120,Amager Strandvej,,Amager Øst,3,Andet,Grå (metal),Med låg,Slidt/grim,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2002-11-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.643617626542888 55.64628640254876))
affaldskurv.119,8168,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:26:17.694,MULTIPOINT ((12.640130437526027 55.65184316486317))
affaldskurv.120,7803,0120,Amager Strandvej,0,Amager Øst,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2005-04-20T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.639051586489384 55.65370889895962))
affaldskurv.121,7700,0120,Amager Strandvej,0,Amager Øst,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2009-05-07T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.629493649114787 55.66491988896079))
affaldskurv.122,7644,0120,Amager Strandvej,0,Amager Øst,3,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-03-30T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.636891210566056 55.65671589297668))
affaldskurv.123,7641,0120,Amager Strandvej,0,Amager Øst,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-03-30T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.631535342067828 55.6626299012913))
affaldskurv.124,8132,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:28:38.744,MULTIPOINT ((12.632068184430853 55.662125799576216))
affaldskurv.125,8081,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:28:20.838,MULTIPOINT ((12.633661746646345 55.66033548907956))
affaldskurv.126,8172,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:27:02.508,MULTIPOINT ((12.638386296657353 55.655164028893985))
affaldskurv.127,8170,0120,Amager Strandvej,,Amager Øst,3,Pizzakurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, pr 1/7 tømmes af Drift Syd,2002-11-27T00:00:00,2016-03-08T11:26:41.57,MULTIPOINT ((12.639250990870503 55.653511052006685))
affaldskurv.128,8244,0110,Amagerbro Torv,0,Amager Øst,,Richard Müller T5,Ikke registreret,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-04-21T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.602958646845838 55.663677548077054))
affaldskurv.129,7657,0110,Amagerbro Torv,,Amager Øst,3,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.6029751298746 55.663173626577965))
affaldskurv.130,7204,0110,Amagerbro Torv,,Amager Øst,3,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.602853723560136 55.6635412112859))
affaldskurv.131,7203,0110,Amagerbro Torv,,Amager Øst,3,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.602661792075484 55.663469363883515))
affaldskurv.132,7201,0110,Amagerbro Torv,,Amager Øst,3,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.602767172256762 55.66362640188749))
affaldskurv.133,8475,0108,Amagerbrogade,0,Amager Øst,,Richard Müller T5,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.614606601527418 55.64609339468576))
affaldskurv.134,8401,0108,Amagerbrogade,0,Amager Øst,,Richard Müller T5,Grøn,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.604961168444555 55.66066428615155))
affaldskurv.135,8400,0108,Amagerbrogade,0,Amager Øst,,Københavnerkurv,Blå,Uden låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.604813587645303 55.66077768606836))
affaldskurv.136,8399,0108,Amagerbrogade,0,Amager Øst,,Københavnerkurv,Grå (metal),Uden låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.60137993709542 55.66355874797899))
affaldskurv.137,8117,0108,Amagerbrogade,,Amager Øst,3,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-17T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.605007567685746 55.660615505761285))
affaldskurv.138,8116,0108,Amagerbrogade,,Amager Øst,3,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,"Fundamentet defekt, affaldskurven står løst",2001-08-17T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.60504624096388 55.660585773761134))
